,date,states,outcomes,cases_total,cases_percent,cases_increase,cases_7d_change,testing_total,testing_percent,testing_increase,testing_7d_change
57,2021-01-09,56,"{'hospitalized': {'currently': {'value': 130781, 'calculated': {'population_percent': 0.0395, 'change_from_prior_day': -1140, 'seven_day_change_percent': 5.8, 'seven_day_average': 130359}}, 'in_icu': {'currently': {'value': 23718, 'calculated': {'population_percent': 0.0072, 'change_from_prior_day': -194, 'seven_day_change_percent': 2.5, 'seven_day_average': 23621}}}, 'on_ventilator': {'currently': {'value': 7791, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': -117, 'seven_day_change_percent': -1.5, 'seven_day_average': 7913}}}}, 'death': {'total': {'value': 363584, 'calculated': {'population_percent': 0.1099, 'change_from_prior_day': 3537, 'seven_day_change_percent': 6.4, 'seven_day_average': 352633}}}}",22021417.0,6.6572,269368.0,8.3,270270359,81.7038,2137700.0,4.9
58,2021-01-08,56,"{'hospitalized': {'currently': {'value': 131921, 'calculated': {'population_percent': 0.0399, 'change_from_prior_day': -449, 'seven_day_change_percent': 5.5, 'seven_day_average': 129335}}, 'in_icu': {'currently': {'value': 23912, 'calculated': {'population_percent': 0.0072, 'change_from_prior_day': 91, 'seven_day_change_percent': 2.8, 'seven_day_average': 23537}}}, 'on_ventilator': {'currently': {'value': 7908, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': 8, 'seven_day_change_percent': -1, 'seven_day_average': 7930}}}}, 'death': {'total': {'value': 360047, 'calculated': {'population_percent': 0.1088, 'change_from_prior_day': 3780, 'seven_day_change_percent': 6.1, 'seven_day_average': 349521}}}}",21752049.0,6.5757,295121.0,8.5,268132659,81.0576,2146223.0,4.8
59,2021-01-07,56,"{'hospitalized': {'currently': {'value': 132370, 'calculated': {'population_percent': 0.04, 'change_from_prior_day': -104, 'seven_day_change_percent': 5.5, 'seven_day_average': 128353}}, 'in_icu': {'currently': {'value': 23821, 'calculated': {'population_percent': 0.0072, 'change_from_prior_day': 113, 'seven_day_change_percent': 3.1, 'seven_day_average': 23443}}}, 'on_ventilator': {'currently': {'value': 7900, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': -46, 'seven_day_change_percent': -1.3, 'seven_day_average': 7942}}}}, 'death': {'total': {'value': 356267, 'calculated': {'population_percent': 0.1077, 'change_from_prior_day': 4079, 'seven_day_change_percent': 5.8, 'seven_day_average': 346570}}}}",21456928.0,6.4865,272043.0,8.0,265986436,80.4087,1928262.0,4.6
60,2021-01-06,56,"{'hospitalized': {'currently': {'value': 132474, 'calculated': {'population_percent': 0.04, 'change_from_prior_day': 1279, 'seven_day_change_percent': 5.8, 'seven_day_average': 127361}}, 'in_icu': {'currently': {'value': 23708, 'calculated': {'population_percent': 0.0072, 'change_from_prior_day': 199, 'seven_day_change_percent': 2.8, 'seven_day_average': 23340}}}, 'on_ventilator': {'currently': {'value': 7946, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': -30, 'seven_day_change_percent': 0.2, 'seven_day_average': 7956}}}}, 'death': {'total': {'value': 352188, 'calculated': {'population_percent': 0.1065, 'change_from_prior_day': 3902, 'seven_day_change_percent': 5.6, 'seven_day_average': 343790}}}}",21184885.0,6.4043,250184.0,7.9,264058174,79.8258,1650493.0,4.6
61,2021-01-05,56,"{'hospitalized': {'currently': {'value': 131195, 'calculated': {'population_percent': 0.0397, 'change_from_prior_day': 2985, 'seven_day_change_percent': 5.2, 'seven_day_average': 126324}}, 'in_icu': {'currently': {'value': 23509, 'calculated': {'population_percent': 0.0071, 'change_from_prior_day': 74, 'seven_day_change_percent': 2.9, 'seven_day_average': 23249}}}, 'on_ventilator': {'currently': {'value': 7976, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': 46, 'seven_day_change_percent': 1.2, 'seven_day_average': 7954}}}}, 'death': {'total': {'value': 348286, 'calculated': {'population_percent': 0.1053, 'change_from_prior_day': 3484, 'seven_day_change_percent': 5.7, 'seven_day_average': 341121}}}}",20934701.0,6.3286,219075.0,7.9,262407681,79.3269,1721007.0,4.6
62,2021-01-04,56,"{'hospitalized': {'currently': {'value': 128210, 'calculated': {'population_percent': 0.0388, 'change_from_prior_day': 2648, 'seven_day_change_percent': 5.8, 'seven_day_average': 125395}}, 'in_icu': {'currently': {'value': 23435, 'calculated': {'population_percent': 0.0071, 'change_from_prior_day': 192, 'seven_day_change_percent': 3.8, 'seven_day_average': 23153}}}, 'on_ventilator': {'currently': {'value': 7930, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': -9, 'seven_day_change_percent': -0.2, 'seven_day_average': 7941}}}}, 'death': {'total': {'value': 344802, 'calculated': {'population_percent': 0.1042, 'change_from_prior_day': 1547, 'seven_day_change_percent': 5.7, 'seven_day_average': 338452}}}}",20715626.0,6.2624,179571.0,7.8,260686674,78.8066,1512611.0,4.5
63,2021-01-03,56,"{'hospitalized': {'currently': {'value': 125562, 'calculated': {'population_percent': 0.038, 'change_from_prior_day': 1948, 'seven_day_change_percent': 5.8, 'seven_day_average': 124393}}, 'in_icu': {'currently': {'value': 23243, 'calculated': {'population_percent': 0.007, 'change_from_prior_day': 110, 'seven_day_change_percent': 3.5, 'seven_day_average': 23031}}}, 'on_ventilator': {'currently': {'value': 7939, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': 29, 'seven_day_change_percent': 0.8, 'seven_day_average': 7944}}}}, 'death': {'total': {'value': 343255, 'calculated': {'population_percent': 0.1038, 'change_from_prior_day': 1455, 'seven_day_change_percent': 5.7, 'seven_day_average': 335811}}}}",20536055.0,6.2081,208457.0,7.8,259174063,78.3493,1444257.0,4.4
64,2021-01-02,56,"{'hospitalized': {'currently': {'value': 123614, 'calculated': {'population_percent': 0.0374, 'change_from_prior_day': -1433, 'seven_day_change_percent': 5.3, 'seven_day_average': 123416}}, 'in_icu': {'currently': {'value': 23133, 'calculated': {'population_percent': 0.007, 'change_from_prior_day': -122, 'seven_day_change_percent': 3.4, 'seven_day_average': 22917}}}, 'on_ventilator': {'currently': {'value': 7910, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': -80, 'seven_day_change_percent': 1.3, 'seven_day_average': 7935}}}}, 'death': {'total': {'value': 341800, 'calculated': {'population_percent': 0.1033, 'change_from_prior_day': 2406, 'seven_day_change_percent': 5.7, 'seven_day_average': 333178}}}}",20327598.0,6.1451,280318.0,7.6,257729806,77.9127,1934350.0,4.4
65,2021-01-01,56,"{'hospitalized': {'currently': {'value': 125047, 'calculated': {'population_percent': 0.0378, 'change_from_prior_day': -376, 'seven_day_change_percent': 5.1, 'seven_day_average': 122520}}, 'in_icu': {'currently': {'value': 23255, 'calculated': {'population_percent': 0.007, 'change_from_prior_day': 158, 'seven_day_change_percent': 3.7, 'seven_day_average': 22808}}}, 'on_ventilator': {'currently': {'value': 7990, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': -14, 'seven_day_change_percent': 2, 'seven_day_average': 7921}}}}, 'death': {'total': {'value': 339394, 'calculated': {'population_percent': 0.1026, 'change_from_prior_day': 2592, 'seven_day_change_percent': 5.4, 'seven_day_average': 330554}}}}",20047280.0,6.0604,182906.0,7.2,255795456,77.328,1545537.0,4.5
66,2020-12-31,56,"{'hospitalized': {'currently': {'value': 125423, 'calculated': {'population_percent': 0.0379, 'change_from_prior_day': 203, 'seven_day_change_percent': 4.3, 'seven_day_average': 121649}}, 'in_icu': {'currently': {'value': 23097, 'calculated': {'population_percent': 0.007, 'change_from_prior_day': 28, 'seven_day_change_percent': 2.1, 'seven_day_average': 22689}}}, 'on_ventilator': {'currently': {'value': 8004, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': 74, 'seven_day_change_percent': 2.7, 'seven_day_average': 7898}}}}, 'death': {'total': {'value': 336802, 'calculated': {'population_percent': 0.1018, 'change_from_prior_day': 3297, 'seven_day_change_percent': 5.1, 'seven_day_average': 328069}}}}",19864374.0,6.0051,226246.0,6.9,254249919,76.8608,1797220.0,4.5
67,2020-12-30,56,"{'hospitalized': {'currently': {'value': 125220, 'calculated': {'population_percent': 0.0379, 'change_from_prior_day': 534, 'seven_day_change_percent': 4.8, 'seven_day_average': 120903}}, 'in_icu': {'currently': {'value': 23069, 'calculated': {'population_percent': 0.007, 'change_from_prior_day': 231, 'seven_day_change_percent': 2.6, 'seven_day_average': 22621}}}, 'on_ventilator': {'currently': {'value': 7930, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': 45, 'seven_day_change_percent': 1.4, 'seven_day_average': 7868}}}}, 'death': {'total': {'value': 333505, 'calculated': {'population_percent': 0.1008, 'change_from_prior_day': 3900, 'seven_day_change_percent': 5, 'seven_day_average': 325733}}}}",19638128.0,5.9367,229496.0,6.9,252452699,76.3174,1583713.0,4.7
68,2020-12-29,56,"{'hospitalized': {'currently': {'value': 124686, 'calculated': {'population_percent': 0.0377, 'change_from_prior_day': 3484, 'seven_day_change_percent': 5.9, 'seven_day_average': 120080}}, 'in_icu': {'currently': {'value': 22838, 'calculated': {'population_percent': 0.0069, 'change_from_prior_day': 259, 'seven_day_change_percent': 2.8, 'seven_day_average': 22538}}}, 'on_ventilator': {'currently': {'value': 7885, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': -63, 'seven_day_change_percent': 0.7, 'seven_day_average': 7852}}}}, 'death': {'total': {'value': 329605, 'calculated': {'population_percent': 0.0996, 'change_from_prior_day': 3289, 'seven_day_change_percent': 4.9, 'seven_day_average': 323446}}}}",19408632.0,5.8673,199679.0,7.0,250868986,75.8387,1343514.0,4.8
69,2020-12-28,56,"{'hospitalized': {'currently': {'value': 121202, 'calculated': {'population_percent': 0.0366, 'change_from_prior_day': 2482, 'seven_day_change_percent': 5.1, 'seven_day_average': 119093}}, 'in_icu': {'currently': {'value': 22579, 'calculated': {'population_percent': 0.0068, 'change_from_prior_day': 132, 'seven_day_change_percent': 3.2, 'seven_day_average': 22449}}}, 'on_ventilator': {'currently': {'value': 7948, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': 70, 'seven_day_change_percent': 2.1, 'seven_day_average': 7844}}}}, 'death': {'total': {'value': 326316, 'calculated': {'population_percent': 0.0986, 'change_from_prior_day': 1490, 'seven_day_change_percent': 4.9, 'seven_day_average': 321231}}}}",19208953.0,5.8069,164127.0,7.0,249525472,75.4325,1332122.0,5.0
70,2020-12-27,56,"{'hospitalized': {'currently': {'value': 118720, 'calculated': {'population_percent': 0.0359, 'change_from_prior_day': 1376, 'seven_day_change_percent': 4.5, 'seven_day_average': 118259}}, 'in_icu': {'currently': {'value': 22447, 'calculated': {'population_percent': 0.0068, 'change_from_prior_day': 74, 'seven_day_change_percent': 3.1, 'seven_day_average': 22350}}}, 'on_ventilator': {'currently': {'value': 7878, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': 69, 'seven_day_change_percent': 2.4, 'seven_day_average': 7820}}}}, 'death': {'total': {'value': 324826, 'calculated': {'population_percent': 0.0982, 'change_from_prior_day': 1397, 'seven_day_change_percent': 5, 'seven_day_average': 319037}}}}",19044826.0,5.7573,153540.0,7.2,248193350,75.0298,1395240.0,5.3
71,2020-12-26,56,"{'hospitalized': {'currently': {'value': 117344, 'calculated': {'population_percent': 0.0355, 'change_from_prior_day': -1604, 'seven_day_change_percent': 3, 'seven_day_average': 117527}}, 'in_icu': {'currently': {'value': 22373, 'calculated': {'population_percent': 0.0068, 'change_from_prior_day': -45, 'seven_day_change_percent': 3.1, 'seven_day_average': 22252}}}, 'on_ventilator': {'currently': {'value': 7809, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': -22, 'seven_day_change_percent': 0.3, 'seven_day_average': 7794}}}}, 'death': {'total': {'value': 323429, 'calculated': {'population_percent': 0.0978, 'change_from_prior_day': 1426, 'seven_day_change_percent': 5.1, 'seven_day_average': 316845}}}}",18891286.0,5.7109,190594.0,7.5,246798110,74.608,1974298.0,5.5
72,2020-12-25,56,"{'hospitalized': {'currently': {'value': 118948, 'calculated': {'population_percent': 0.036, 'change_from_prior_day': -1252, 'seven_day_change_percent': 4.4, 'seven_day_average': 117037}}, 'in_icu': {'currently': {'value': 22418, 'calculated': {'population_percent': 0.0068, 'change_from_prior_day': -205, 'seven_day_change_percent': 3.1, 'seven_day_average': 22155}}}, 'on_ventilator': {'currently': {'value': 7831, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': 39, 'seven_day_change_percent': 0.6, 'seven_day_average': 7791}}}}, 'death': {'total': {'value': 322003, 'calculated': {'population_percent': 0.0973, 'change_from_prior_day': 1553, 'seven_day_change_percent': 5.5, 'seven_day_average': 314615}}}}",18700692.0,5.6533,126796.0,7.7,244823812,74.0112,1568040.0,5.5
73,2020-12-24,56,"{'hospitalized': {'currently': {'value': 120200, 'calculated': {'population_percent': 0.0363, 'change_from_prior_day': 737, 'seven_day_change_percent': 5, 'seven_day_average': 116324}}, 'in_icu': {'currently': {'value': 22623, 'calculated': {'population_percent': 0.0068, 'change_from_prior_day': 134, 'seven_day_change_percent': 3.2, 'seven_day_average': 22058}}}, 'on_ventilator': {'currently': {'value': 7792, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': -27, 'seven_day_change_percent': -0.7, 'seven_day_average': 7784}}}}, 'death': {'total': {'value': 320450, 'calculated': {'population_percent': 0.0969, 'change_from_prior_day': 2958, 'seven_day_change_percent': 6, 'seven_day_average': 312201}}}}",18573896.0,5.615,206684.0,8.5,243255772,73.5372,2031894.0,5.8
74,2020-12-23,56,"{'hospitalized': {'currently': {'value': 119463, 'calculated': {'population_percent': 0.0361, 'change_from_prior_day': 1686, 'seven_day_change_percent': 5.5, 'seven_day_average': 115509}}, 'in_icu': {'currently': {'value': 22489, 'calculated': {'population_percent': 0.0068, 'change_from_prior_day': 276, 'seven_day_change_percent': 2.5, 'seven_day_average': 21957}}}, 'on_ventilator': {'currently': {'value': 7819, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': -11, 'seven_day_change_percent': 0.5, 'seven_day_average': 7792}}}}, 'death': {'total': {'value': 317492, 'calculated': {'population_percent': 0.096, 'change_from_prior_day': 3393, 'seven_day_change_percent': 6.3, 'seven_day_average': 309599}}}}",18367212.0,5.5525,224526.0,8.8,241223878,72.9229,1791481.0,5.8
75,2020-12-22,56,"{'hospitalized': {'currently': {'value': 117777, 'calculated': {'population_percent': 0.0356, 'change_from_prior_day': 2419, 'seven_day_change_percent': 4.4, 'seven_day_average': 114622}}, 'in_icu': {'currently': {'value': 22213, 'calculated': {'population_percent': 0.0067, 'change_from_prior_day': 329, 'seven_day_change_percent': 1.4, 'seven_day_average': 21879}}}, 'on_ventilator': {'currently': {'value': 7830, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': 47, 'seven_day_change_percent': 1.7, 'seven_day_average': 7787}}}}, 'death': {'total': {'value': 314099, 'calculated': {'population_percent': 0.095, 'change_from_prior_day': 3137, 'seven_day_change_percent': 6.4, 'seven_day_average': 306925}}}}",18142686.0,5.4846,193008.0,9.0,239432397,72.3814,1770133.0,5.9
76,2020-12-21,56,"{'hospitalized': {'currently': {'value': 115358, 'calculated': {'population_percent': 0.0349, 'change_from_prior_day': 1757, 'seven_day_change_percent': 4.3, 'seven_day_average': 113913}}, 'in_icu': {'currently': {'value': 21884, 'calculated': {'population_percent': 0.0066, 'change_from_prior_day': 121, 'seven_day_change_percent': 2, 'seven_day_average': 21834}}}, 'on_ventilator': {'currently': {'value': 7783, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': 88, 'seven_day_change_percent': 1.1, 'seven_day_average': 7769}}}}, 'death': {'total': {'value': 310962, 'calculated': {'population_percent': 0.094, 'change_from_prior_day': 1480, 'seven_day_change_percent': 6.3, 'seven_day_average': 304243}}}}",17949678.0,5.4263,179406.0,9.1,237662264,71.8462,1974590.0,6.0
77,2020-12-20,56,"{'hospitalized': {'currently': {'value': 113601, 'calculated': {'population_percent': 0.0343, 'change_from_prior_day': -313, 'seven_day_change_percent': 3.9, 'seven_day_average': 113230}}, 'in_icu': {'currently': {'value': 21763, 'calculated': {'population_percent': 0.0066, 'change_from_prior_day': 71, 'seven_day_change_percent': 2.5, 'seven_day_average': 21773}}}, 'on_ventilator': {'currently': {'value': 7695, 'calculated': {'population_percent': 0.0023, 'change_from_prior_day': -91, 'seven_day_change_percent': 2.1, 'seven_day_average': 7757}}}}, 'death': {'total': {'value': 309482, 'calculated': {'population_percent': 0.0936, 'change_from_prior_day': 1668, 'seven_day_change_percent': 6.3, 'seven_day_average': 301591}}}}",17770272.0,5.372,197494.0,9.3,235687674,71.2493,1821629.0,6.1
78,2020-12-19,56,"{'hospitalized': {'currently': {'value': 113914, 'calculated': {'population_percent': 0.0344, 'change_from_prior_day': -41, 'seven_day_change_percent': 5, 'seven_day_average': 112615}}, 'in_icu': {'currently': {'value': 21692, 'calculated': {'population_percent': 0.0066, 'change_from_prior_day': -53, 'seven_day_change_percent': 2.3, 'seven_day_average': 21697}}}, 'on_ventilator': {'currently': {'value': 7786, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': 0, 'seven_day_change_percent': 3.6, 'seven_day_average': 7734}}}}, 'death': {'total': {'value': 307814, 'calculated': {'population_percent': 0.0931, 'change_from_prior_day': 2708, 'seven_day_change_percent': 6.3, 'seven_day_average': 298957}}}}",17572778.0,5.3123,204873.0,9.3,233866045,70.6986,1859539.0,6.1
79,2020-12-18,56,"{'hospitalized': {'currently': {'value': 113955, 'calculated': {'population_percent': 0.0344, 'change_from_prior_day': -537, 'seven_day_change_percent': 5.4, 'seven_day_average': 111836}}, 'in_icu': {'currently': {'value': 21745, 'calculated': {'population_percent': 0.0066, 'change_from_prior_day': -167, 'seven_day_change_percent': 3.5, 'seven_day_average': 21626}}}, 'on_ventilator': {'currently': {'value': 7786, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': -62, 'seven_day_change_percent': 4, 'seven_day_average': 7695}}}}, 'death': {'total': {'value': 305106, 'calculated': {'population_percent': 0.0922, 'change_from_prior_day': 2866, 'seven_day_change_percent': 6.3, 'seven_day_average': 296346}}}}",17367905.0,5.2504,241786.0,9.6,232006506,70.1365,2193466.0,6.2
80,2020-12-17,56,"{'hospitalized': {'currently': {'value': 114492, 'calculated': {'population_percent': 0.0346, 'change_from_prior_day': 1235, 'seven_day_change_percent': 6.7, 'seven_day_average': 111000}}, 'in_icu': {'currently': {'value': 21912, 'calculated': {'population_percent': 0.0066, 'change_from_prior_day': -31, 'seven_day_change_percent': 4.2, 'seven_day_average': 21521}}}, 'on_ventilator': {'currently': {'value': 7848, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': 66, 'seven_day_change_percent': 5.4, 'seven_day_average': 7653}}}}, 'death': {'total': {'value': 302240, 'calculated': {'population_percent': 0.0914, 'change_from_prior_day': 3465, 'seven_day_change_percent': 6.3, 'seven_day_average': 293766}}}}",17126119.0,5.1773,242970.0,9.7,229813040,69.4734,1912697.0,6.1
81,2020-12-16,56,"{'hospitalized': {'currently': {'value': 113257, 'calculated': {'population_percent': 0.0342, 'change_from_prior_day': 441, 'seven_day_change_percent': 6.2, 'seven_day_average': 109972}}, 'in_icu': {'currently': {'value': 21943, 'calculated': {'population_percent': 0.0066, 'change_from_prior_day': 46, 'seven_day_change_percent': 5, 'seven_day_average': 21395}}}, 'on_ventilator': {'currently': {'value': 7782, 'calculated': {'population_percent': 0.0024, 'change_from_prior_day': 80, 'seven_day_change_percent': 2.1, 'seven_day_average': 7595}}}}, 'death': {'total': {'value': 298775, 'calculated': {'population_percent': 0.0903, 'change_from_prior_day': 3453, 'seven_day_change_percent': 6.3, 'seven_day_average': 291202}}}}",16883149.0,5.1038,234288.0,9.7,227900343,68.8952,1839996.0,6.2
82,2020-12-15,56,"{'hospitalized': {'currently': {'value': 112816, 'calculated': {'population_percent': 0.0341, 'change_from_prior_day': 2243, 'seven_day_change_percent': 7.8, 'seven_day_average': 109031}}, 'in_icu': {'currently': {'value': 21897, 'calculated': {'population_percent': 0.0066, 'change_from_prior_day': 439, 'seven_day_change_percent': 6.9, 'seven_day_average': 21246}}}, 'on_ventilator': {'currently': {'value': 7702, 'calculated': {'population_percent': 0.0023, 'change_from_prior_day': 3, 'seven_day_change_percent': 6.2, 'seven_day_average': 7572}}}}, 'death': {'total': {'value': 295322, 'calculated': {'population_percent': 0.0893, 'change_from_prior_day': 2924, 'seven_day_change_percent': 6.2, 'seven_day_average': 288686}}}}",16648861.0,5.033,193218.0,9.7,226060347,68.3389,1833138.0,6.3
83,2020-12-14,56,"{'hospitalized': {'currently': {'value': 110573, 'calculated': {'population_percent': 0.0334, 'change_from_prior_day': 1275, 'seven_day_change_percent': 8.3, 'seven_day_average': 107863}}, 'in_icu': {'currently': {'value': 21458, 'calculated': {'population_percent': 0.0065, 'change_from_prior_day': 228, 'seven_day_change_percent': 6.8, 'seven_day_average': 21043}}}, 'on_ventilator': {'currently': {'value': 7699, 'calculated': {'population_percent': 0.0023, 'change_from_prior_day': 164, 'seven_day_change_percent': 8.9, 'seven_day_average': 7508}}}}, 'death': {'total': {'value': 292398, 'calculated': {'population_percent': 0.0884, 'change_from_prior_day': 1357, 'seven_day_change_percent': 6.2, 'seven_day_average': 286211}}}}",16455643.0,4.9746,193286.0,10.0,224227209,67.7848,2010951.0,6.3
84,2020-12-13,56,"{'hospitalized': {'currently': {'value': 109298, 'calculated': {'population_percent': 0.033, 'change_from_prior_day': 837, 'seven_day_change_percent': 7.7, 'seven_day_average': 106656}}, 'in_icu': {'currently': {'value': 21230, 'calculated': {'population_percent': 0.0064, 'change_from_prior_day': 32, 'seven_day_change_percent': 5.4, 'seven_day_average': 20848}}}, 'on_ventilator': {'currently': {'value': 7535, 'calculated': {'population_percent': 0.0023, 'change_from_prior_day': 20, 'seven_day_change_percent': 6.2, 'seven_day_average': 7417}}}}, 'death': {'total': {'value': 291041, 'calculated': {'population_percent': 0.088, 'change_from_prior_day': 1501, 'seven_day_change_percent': 6.2, 'seven_day_average': 283771}}}}",16262357.0,4.9162,187251.0,10.1,222216258,67.1768,1827310.0,6.1
85,2020-12-12,56,"{'hospitalized': {'currently': {'value': 108461, 'calculated': {'population_percent': 0.0328, 'change_from_prior_day': 360, 'seven_day_change_percent': 7.2, 'seven_day_average': 105542}}, 'in_icu': {'currently': {'value': 21198, 'calculated': {'population_percent': 0.0064, 'change_from_prior_day': 186, 'seven_day_change_percent': 6.3, 'seven_day_average': 20693}}}, 'on_ventilator': {'currently': {'value': 7515, 'calculated': {'population_percent': 0.0023, 'change_from_prior_day': 27, 'seven_day_change_percent': 7.3, 'seven_day_average': 7354}}}}, 'death': {'total': {'value': 289540, 'calculated': {'population_percent': 0.0875, 'change_from_prior_day': 2497, 'seven_day_change_percent': 6.1, 'seven_day_average': 281340}}}}",16075106.0,4.8596,226904.0,10.2,220388948,66.6244,1919896.0,6.1
86,2020-12-11,56,"{'hospitalized': {'currently': {'value': 108101, 'calculated': {'population_percent': 0.0327, 'change_from_prior_day': 801, 'seven_day_change_percent': 6.7, 'seven_day_average': 104503}}, 'in_icu': {'currently': {'value': 21012, 'calculated': {'population_percent': 0.0064, 'change_from_prior_day': -12, 'seven_day_change_percent': 5.8, 'seven_day_average': 20515}}}, 'on_ventilator': {'currently': {'value': 7488, 'calculated': {'population_percent': 0.0023, 'change_from_prior_day': 44, 'seven_day_change_percent': 7.1, 'seven_day_average': 7282}}}}, 'death': {'total': {'value': 287043, 'calculated': {'population_percent': 0.0868, 'change_from_prior_day': 2747, 'seven_day_change_percent': 6.2, 'seven_day_average': 278957}}}}",15848202.0,4.791,236933.0,10.3,218469052,66.0441,1969509.0,6.4
87,2020-12-10,56,"{'hospitalized': {'currently': {'value': 107300, 'calculated': {'population_percent': 0.0324, 'change_from_prior_day': 629, 'seven_day_change_percent': 6.5, 'seven_day_average': 103533}}, 'in_icu': {'currently': {'value': 21024, 'calculated': {'population_percent': 0.0064, 'change_from_prior_day': 121, 'seven_day_change_percent': 6.6, 'seven_day_average': 20349}}}, 'on_ventilator': {'currently': {'value': 7444, 'calculated': {'population_percent': 0.0023, 'change_from_prior_day': -177, 'seven_day_change_percent': 8.3, 'seven_day_average': 7211}}}}, 'death': {'total': {'value': 284296, 'calculated': {'population_percent': 0.0859, 'change_from_prior_day': 3132, 'seven_day_change_percent': 6.2, 'seven_day_average': 276576}}}}",15611269.0,4.7193,220846.0,10.4,216499543,65.4487,1967578.0,6.4
88,2020-12-09,56,"{'hospitalized': {'currently': {'value': 106671, 'calculated': {'population_percent': 0.0322, 'change_from_prior_day': 2034, 'seven_day_change_percent': 6.3, 'seven_day_average': 102597}}, 'in_icu': {'currently': {'value': 20903, 'calculated': {'population_percent': 0.0063, 'change_from_prior_day': 428, 'seven_day_change_percent': 6.2, 'seven_day_average': 20162}}}, 'on_ventilator': {'currently': {'value': 7621, 'calculated': {'population_percent': 0.0023, 'change_from_prior_day': 370, 'seven_day_change_percent': 11.2, 'seven_day_average': 7129}}}}, 'death': {'total': {'value': 281164, 'calculated': {'population_percent': 0.085, 'change_from_prior_day': 3169, 'seven_day_change_percent': 6.1, 'seven_day_average': 274221}}}}",15390423.0,4.6526,216728.0,10.5,214531965,64.8539,1832545.0,6.4
89,2020-12-08,56,"{'hospitalized': {'currently': {'value': 104637, 'calculated': {'population_percent': 0.0316, 'change_from_prior_day': 2515, 'seven_day_change_percent': 6, 'seven_day_average': 101691}}, 'in_icu': {'currently': {'value': 20475, 'calculated': {'population_percent': 0.0062, 'change_from_prior_day': 378, 'seven_day_change_percent': 6.1, 'seven_day_average': 19988}}}, 'on_ventilator': {'currently': {'value': 7251, 'calculated': {'population_percent': 0.0022, 'change_from_prior_day': 184, 'seven_day_change_percent': 9.2, 'seven_day_average': 7020}}}}, 'death': {'total': {'value': 277995, 'calculated': {'population_percent': 0.084, 'change_from_prior_day': 2680, 'seven_day_change_percent': 6, 'seven_day_average': 271910}}}}",15173695.0,4.5871,217844.0,10.6,212699420,64.2999,1690914.0,6.4
90,2020-12-07,56,"{'hospitalized': {'currently': {'value': 102122, 'calculated': {'population_percent': 0.0309, 'change_from_prior_day': 621, 'seven_day_change_percent': 6.2, 'seven_day_average': 100848}}, 'in_icu': {'currently': {'value': 20097, 'calculated': {'population_percent': 0.0061, 'change_from_prior_day': -48, 'seven_day_change_percent': 6.9, 'seven_day_average': 19819}}}, 'on_ventilator': {'currently': {'value': 7067, 'calculated': {'population_percent': 0.0021, 'change_from_prior_day': -28, 'seven_day_change_percent': 8.4, 'seven_day_average': 6933}}}}, 'death': {'total': {'value': 275315, 'calculated': {'population_percent': 0.0832, 'change_from_prior_day': 1291, 'seven_day_change_percent': 6, 'seven_day_average': 269651}}}}",14955851.0,4.5212,181897.0,10.4,211008506,63.7887,1653269.0,6.3
91,2020-12-06,56,"{'hospitalized': {'currently': {'value': 101501, 'calculated': {'population_percent': 0.0307, 'change_from_prior_day': 309, 'seven_day_change_percent': 8.7, 'seven_day_average': 99992}}, 'in_icu': {'currently': {'value': 20145, 'calculated': {'population_percent': 0.0061, 'change_from_prior_day': 198, 'seven_day_change_percent': 9.3, 'seven_day_average': 19635}}}, 'on_ventilator': {'currently': {'value': 7095, 'calculated': {'population_percent': 0.0021, 'change_from_prior_day': 89, 'seven_day_change_percent': 13.6, 'seven_day_average': 6855}}}}, 'death': {'total': {'value': 274024, 'calculated': {'population_percent': 0.0828, 'change_from_prior_day': 1163, 'seven_day_change_percent': 5.9, 'seven_day_average': 267419}}}}",14773954.0,4.4662,182580.0,10.3,209355237,63.2889,1675779.0,6.3
